id,title,category,subcategory,lab_type,risk_level,hazard_types,scenario,question,answer,steps,ppe,forbidden,disposal,first_aid,emergency,legal_notes,references,source_type,source_title,source_org,source_version,source_date,source_url,last_updated,reviewer,status,tags,language
EXT-YALE-PPE-LABS-004-a5c8df5825,Yale PPE Procedure for Clinical Laboratories - Handling animals in a,通用,临床实验室 PPE 程序,医学/生物,1,PPE;临床实验室;暴露控制,参考Yale Environmental Health & Safety公开资料处理临床实验室 PPE 程序相关实验室安全问题,Handling animals in a相关的实验室安全要求是什么？,"laboratory • Animal blood and other potentially infectious materials (eyes, hands) • Bites, scratches (hands, forearms, body) • Allergens (respiratory or transfer to mucous membranes of the eyes, nose or mouth) • Anesthetic agents (respiratory) • Safety glasses • Gloves • Gown or lab coat • Refer to YARC for additional PPE requirements, which may differ depending on species, engineering controls, and hazardous agents used","laboratory • Animal blood and other potentially infectious materials (eyes, hands) • Bites, scratches (hands,...",护目镜/面屏;合适材质手套;实验服/阻燃实验服;必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale PPE Procedure for Clinical Laboratories; section: Handling animals in a,public_authoritative_source,Yale PPE Procedure for Clinical Laboratories,Yale Environmental Health & Safety,,,https://ehs.yale.edu/sites/default/files/files/ppe-procedure-labs.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-PPE-LABS;通用;临床实验室 PPE 程序,en-US/zh-CN-meta
EXT-YALE-PPE-LABS-005-63d133a06b,Yale PPE Procedure for Clinical Laboratories - Working with open table,通用,临床实验室 PPE 程序,医学/生物,3,PPE;临床实验室;暴露控制,参考Yale Environmental Health & Safety公开资料处理临床实验室 PPE 程序相关实验室安全问题,Working with open table相关的实验室安全要求是什么？,"Class 3B or 4 Lasers • Radiation exposure (body) • If patient or human subject, standard precautions • If laboratory animals, allergens (respiratory or transfer to mucous membranes of the eyes, nose or mouth) • Ocular and skin exposure (eyes, face, hands, body)","Class 3B or 4 Lasers • Radiation exposure (body) • If patient or human subject, standard precautions • If laboratory...",护目镜/面屏;合适材质手套;必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale PPE Procedure for Clinical Laboratories; section: Working with open table,public_authoritative_source,Yale PPE Procedure for Clinical Laboratories,Yale Environmental Health & Safety,,,https://ehs.yale.edu/sites/default/files/files/ppe-procedure-labs.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-PPE-LABS;通用;临床实验室 PPE 程序,en-US/zh-CN-meta
EXT-YALE-PPE-LABS-006-90aa979524,Yale PPE Procedure for Clinical Laboratories - Personal Protective Equipment Requirements,通用,临床实验室 PPE 程序,医学/生物,3,PPE;临床实验室;暴露控制,参考Yale Environmental Health & Safety公开资料处理临床实验室 PPE 程序相关实验室安全问题,Personal Protective Equipment Requirements相关的实验室安全要求是什么？,"• Safety glasses • Gloves (double gloves recommended) • Lab coat • Personal radiation badge as appropriate • Survey meter as appropriate • Bench‐top radiation shielding as appropriate • Shoe covers • Safety glasses* • Double gloves • Sleeve covers • Lab coat • Personal radiation badge • Survey meter with scintillation probe • Benchtop radiation shielding • Lead apron or use of structural radiation shielding as appropriate • Personal radiation badge and ring if assigned • Survey Meter as appropriate • Gloves, as appropriate • Lab coat, gown or approved uniform, as appropriate • Protective eyewear of proper optical density • Face shield for UV Lasers • Appropriate gloves for UV lasers • Lab coat for UV lasers • No jewelry or reflective items worn • (If necessary, safety glasses may be temporarily removed while viewing materials via a microscope) • Gloves if touching potentially contaminated material • Lab coat or gown",• Safety glasses • Gloves (double gloves recommended) • Lab coat • Personal radiation badge as appropriate • Survey...,护目镜/面屏;合适材质手套;实验服/阻燃实验服,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale PPE Procedure for Clinical Laboratories; section: Personal Protective Equipment Requirements,public_authoritative_source,Yale PPE Procedure for Clinical Laboratories,Yale Environmental Health & Safety,,,https://ehs.yale.edu/sites/default/files/files/ppe-procedure-labs.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-PPE-LABS;通用;临床实验室 PPE 程序,en-US/zh-CN-meta
EXT-YALE-PPE-LABS-007-4f323ecfbd,Yale PPE Procedure for Clinical Laboratories - Working when exposed to,通用,临床实验室 PPE 程序,医学/生物,1,PPE;临床实验室;暴露控制,参考Yale Environmental Health & Safety公开资料处理临床实验室 PPE 程序相关实验室安全问题,Working when exposed to相关的实验室安全要求是什么？,"fall hazards (4 feet or greater without guardrails) • Fall to lower level (body) • Active fall protection (requires site specific training) Biohazard experiments are classified based on risk. The starting point for risk assessment is the assignment of a biohazard to a specific Risk Group. There are 4 Risk Groups (RGs) based on risk to the individual and the community. RG1 is the lowest risk and RG4 is the highest. Risk Group assignments for human pathogens can be accessed at: http://www.absa.org/riskgroups/index.html • For other experiments, researchers can refer to the Gradations of Risk Table referenced in this document.",fall hazards (4 feet or greater without guardrails) • Fall to lower level (body) • Active fall protection (requires...; The starting point for risk assessment is the assignment of a biohazard to a specific Risk Group.; There are 4 Risk Groups (RGs) based on risk to the individual and the community.; RG1 is the lowest risk and RG4 is the highest.,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale PPE Procedure for Clinical Laboratories; section: Working when exposed to,public_authoritative_source,Yale PPE Procedure for Clinical Laboratories,Yale Environmental Health & Safety,,,https://ehs.yale.edu/sites/default/files/files/ppe-procedure-labs.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-PPE-LABS;通用;临床实验室 PPE 程序,en-US/zh-CN-meta
EXT-YALE-PPE-LABS-008-4637cb0a0a,Yale PPE Procedure for Clinical Laboratories - Group 2 bloodborne,通用,临床实验室 PPE 程序,医学/生物,1,PPE;临床实验室;暴露控制,参考Yale Environmental Health & Safety公开资料处理临床实验室 PPE 程序相关实验室安全问题,Group 2 bloodborne相关的实验室安全要求是什么？,"pathogens, utilizing Universal Precautions and BSL2 containment. • Risk Group 1 materials could represent a risk to individuals with compromised immunity or who may have allergies to the materials (eyes, hands, respiratory, body) • Safety glasses • Gloves • • Surgical mask or respirator, if specified","pathogens, utilizing Universal Precautions and BSL2 containment.; • Risk Group 1 materials could represent a risk to individuals with compromised immunity or who may have allergies to...",护目镜/面屏;合适材质手套;必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale PPE Procedure for Clinical Laboratories; section: Group 2 bloodborne,public_authoritative_source,Yale PPE Procedure for Clinical Laboratories,Yale Environmental Health & Safety,,,https://ehs.yale.edu/sites/default/files/files/ppe-procedure-labs.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-PPE-LABS;通用;临床实验室 PPE 程序,en-US/zh-CN-meta
EXT-YALE-PPE-LABS-009-bfbec17342,Yale PPE Procedure for Clinical Laboratories - Lab coat,通用,临床实验室 PPE 程序,医学/生物,1,PPE;临床实验室;暴露控制,参考Yale Environmental Health & Safety公开资料处理临床实验室 PPE 程序相关实验室安全问题,Lab coat相关的实验室安全要求是什么？,"• Potentially infectious materials by splash (to mucous membranes of the eyes, nose or mouth, or through non‐intact skin) • Puncture by contaminated sharps (skin—percutaneous) • Safety glasses • Mask or face shield if splashing is possible • Gloves—nitrile exam and/or cut‐resistant • • Surgical mask or respirator, if specified • Additional PPE may be required based on risk to the","• Potentially infectious materials by splash (to mucous membranes of the eyes, nose or mouth, or through non‐intact...",护目镜/面屏;合适材质手套;必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale PPE Procedure for Clinical Laboratories; section: Lab coat,public_authoritative_source,Yale PPE Procedure for Clinical Laboratories,Yale Environmental Health & Safety,,,https://ehs.yale.edu/sites/default/files/files/ppe-procedure-labs.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-PPE-LABS;通用;临床实验室 PPE 程序,en-US/zh-CN-meta
EXT-YALE-PPE-LABS-010-08b2bdd373,Yale PPE Procedure for Clinical Laboratories - Lab coat or gown,通用,临床实验室 PPE 程序,医学/生物,1,PPE;临床实验室;暴露控制,参考Yale Environmental Health & Safety公开资料处理临床实验室 PPE 程序相关实验室安全问题,Lab coat or gown相关的实验室安全要求是什么？,"• Respirator, if specified • Additional PPE may be required based on risk to the individual • Confine aerosols as close as possible to their point of generation • Use a biosafety cabinet or other engineering control • All RG2 routes of exposure may be applicable (eyes, nose, mouth, hands, respiratory, skin) • Inhalation is of particular concern for pathogens classified at Risk Group 3 (respiratory) • All work with RG3 agents must be conducted under primary containment using BSL3 containment practices. Specialized laboratories are required for this work. • All procedures with RG3 agents must be approved by the Yale Biological Safety Committee • Full face protection—face shield or safety glasses and mask • Gloves—exam, two pairs • Gown—back‐fastening • Additional PPE may be required based on risk to the individual, such as respiratory protection, protective sleeve covers, booties, jump suits, etc. • Work with Risk Group 4 Agents is not allowed at Yale University. • All routes of exposure (percutaneous, inhalation, ingestion, and via facial mucous membranes) may be involved with these experiments.","• Respirator, if specified • Additional PPE may be required based on risk to the individual • Confine aerosols as...; Specialized laboratories are required for this work.; • All procedures with RG3 agents must be approved by the Yale Biological Safety Committee • Full face protection—face...",护目镜/面屏;合适材质手套;必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale PPE Procedure for Clinical Laboratories; section: Lab coat or gown,public_authoritative_source,Yale PPE Procedure for Clinical Laboratories,Yale Environmental Health & Safety,,,https://ehs.yale.edu/sites/default/files/files/ppe-procedure-labs.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-PPE-LABS;通用;临床实验室 PPE 程序,en-US/zh-CN-meta
EXT-YALE-SHOP-GUIDE-001-ca58d66f95,Yale Shop and Tool Safety - Yale Shop and Tool Safety,设备安全,车间安全,工程/物理,3,机械;工具;PPE;车间,参考Yale Environmental Health & Safety公开资料处理车间安全相关实验室安全问题,车间安全相关的实验室安全要求是什么？,About Mission Statement Annual Reports Organizational Chart Staff Directory EHS Interns Policies & Procedures Committees Biosafety Committee Committee Charter Meeting Schedule Submission Deadline Biosafety Committee Roster Meeting Minutes Resources BSL-3 Subcommittee Roster Human Gene Transfer Subcommittee Roster Joint Health and Safety Committee Joint Health and Safety Committee Roster Laboratory Safety Committee Laboratory Safety Committee Roster Radiation Safety Committee Radiation Safety Committee Roster Shop Safety Committee Shop Safety Committee Roster Traffic Safety Committee University Safety Committee University Safety Committee Roster Safety Bulletins Safety Posters & Labels Safety Videos Safety Moments Lessons Learned EHS Staff Awards Job Opportunities Student Internship Opportunities Contact Us Biological Meet the Biological Safety Team Biological Safety Cabinets Human Gene Transfer Human Materials/Infection Control/Patient Care Human Pathogens PI Registrations/Info Recombinant DNA Federal Framework for Screening the Synthesis of Nucleic Acids Gene Drive Modified Organisms BSL-3 Research/Select Agents & Dual Use Research of Concern & Potential Pandemic Pathogens Cell Sorting/Flow Cytometry Arthropod and Tick Biosafety Medical Surveillance Requirements Research and Clinical Lab Biosecurity Biomedical Waste International Biosafety Month-2025 2024 2023 2022 2021 Chemic,About Mission Statement Annual Reports Organizational Chart Staff Directory EHS Interns Policies & Procedures...,护目镜/面屏;合适材质手套;必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,按危险废物/生物废物/锐器废物类别、标签和容器要求收集，交由本单位合规流程处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,泄漏、火灾或失控释放时优先人员撤离、隔离区域、报警并联系EHS/应急人员。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale Shop and Tool Safety; section: Yale Shop and Tool Safety,public_authoritative_source,Yale Shop and Tool Safety,Yale Environmental Health & Safety,,,https://ehs.yale.edu/shop-tool-safety,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-SHOP-GUIDE;设备安全;车间安全,en-US/zh-CN-meta
EXT-YALE-SHOP-GUIDE-002-9d73b7842d,Yale Shop and Tool Safety - About Mission Statement Annual Reports Organizational Chart Staff Directory EHS （续）,设备安全,车间安全,工程/物理,3,机械;工具;PPE;车间,参考Yale Environmental Health & Safety公开资料处理车间安全相关实验室安全问题,About Mission Statement Annual Reports Organizational Chart Staff Directory EHS （续）相关的实验室安全要求是什么？,About Mission Statement Annual Reports Organizational Chart Staff Directory EHS Interns Policies & Procedures Committees Biosafety Committee Committee Charter Meeting Schedule Submission Deadline Biosafety Committee Roster Meeting Minutes Resources BSL-3 Subcommittee Roster Human Gene Transfer Subcommittee Roster Joint Health and Safety Committee Joint Health and Safety Committee Roster Laboratory Safety Committee Laboratory Safety Committee Roster Radiation Safety Committee Radiation Safety Committee Roster Shop Safety Committee Shop Safety Committee Roster Traffic Safety Committee University Safety Committee University Safety Committee Roster Safety Bulletins Safety Posters & Labels Safety Videos Safety Moments Lessons Learned EHS Staff Awards Job Opportunities Student Internship Opportunities Contact Us Biological Meet the Biological Safety Team Biological Safety Cabinets Human Gene Transfer Human Materials/Infection Control/Patient Care Human Pathogens PI Registrations/Info Recombinant DNA Federal Framework for Screening the Synthesis of Nucleic Acids Gene Drive Modified Organisms BSL-3 Research/Select Agents & Dual Use Research of Concern & Potential Pandemic Pathogens Cell Sorting/Flow Cytometry Arthropod and Tick Biosafety Medical Surveillance Requirements Research and Clinical Lab Biosecurity Biomedical Waste International Biosafety Month-2025 2024 2023 2022 2021 Chemic,About Mission Statement Annual Reports Organizational Chart Staff Directory EHS Interns Policies & Procedures...,护目镜/面屏;合适材质手套;必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,按危险废物/生物废物/锐器废物类别、标签和容器要求收集，交由本单位合规流程处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,泄漏、火灾或失控释放时优先人员撤离、隔离区域、报警并联系EHS/应急人员。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale Shop and Tool Safety; section: About Mission Statement Annual Reports Organizational Chart Staff Directory EHS （续）,public_authoritative_source,Yale Shop and Tool Safety,Yale Environmental Health & Safety,,,https://ehs.yale.edu/shop-tool-safety,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-SHOP-GUIDE;设备安全;车间安全,en-US/zh-CN-meta
EXT-YALE-SHOP-GUIDE-004-fd7649508d,Yale Shop and Tool Safety - Organizational Chart,设备安全,车间安全,工程/物理,1,机械;工具;PPE;车间,参考Yale Environmental Health & Safety公开资料处理车间安全相关实验室安全问题,Organizational Chart相关的实验室安全要求是什么？,Staff Directory EHS Interns EHS Interns Policies & Procedures Committees Biosafety Committee Committee Charter Meeting Schedule Submission Deadline Biosafety Committee Roster Meeting Minutes Resources BSL-3 Subcommittee Roster Human Gene Transfer Subcommittee Roster Joint Health and Safety Committee Joint Health and Safety Committee Roster Laboratory Safety Committee Laboratory Safety Committee Roster Radiation Safety Committee Radiation Safety Committee Roster Shop Safety Committee Shop Safety Committee Roster Traffic Safety Committee University Safety Committee University Safety Committee Roster Biosafety Committee Committee Charter Meeting Schedule Submission Deadline Biosafety Committee Roster Meeting Minutes Resources BSL-3 Subcommittee Roster Human Gene Transfer Subcommittee Roster,Staff Directory EHS Interns EHS Interns Policies & Procedures Committees Biosafety Committee Committee Charter...,按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale Shop and Tool Safety; section: Organizational Chart,public_authoritative_source,Yale Shop and Tool Safety,Yale Environmental Health & Safety,,,https://ehs.yale.edu/shop-tool-safety,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-SHOP-GUIDE;设备安全;车间安全,en-US/zh-CN-meta
EXT-YALE-SHOP-GUIDE-005-a98554496e,Yale Shop and Tool Safety - EHS Staff Awards,设备安全,车间安全,工程/物理,1,机械;工具;PPE;车间,参考Yale Environmental Health & Safety公开资料处理车间安全相关实验室安全问题,EHS Staff Awards相关的实验室安全要求是什么？,Job Opportunities Student Internship Opportunities Student Internship Opportunities Contact Us Biological Meet the Biological Safety Team Biological Safety Cabinets Human Gene Transfer Human Materials/Infection Control/Patient Care Human Pathogens PI Registrations/Info Recombinant DNA Federal Framework for Screening the Synthesis of Nucleic Acids Gene Drive Modified Organisms BSL-3 Research/Select Agents & Dual Use Research of Concern & Potential Pandemic Pathogens Cell Sorting/Flow Cytometry Arthropod and Tick Biosafety Medical Surveillance Requirements Research and Clinical Lab Biosecurity Biomedical Waste International Biosafety Month-2025 2024 2023 2022 2021,Job Opportunities Student Internship Opportunities Student Internship Opportunities Contact Us Biological Meet the...,必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,按危险废物/生物废物/锐器废物类别、标签和容器要求收集，交由本单位合规流程处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale Shop and Tool Safety; section: EHS Staff Awards,public_authoritative_source,Yale Shop and Tool Safety,Yale Environmental Health & Safety,,,https://ehs.yale.edu/shop-tool-safety,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-SHOP-GUIDE;设备安全;车间安全,en-US/zh-CN-meta
EXT-YALE-SHOP-GUIDE-006-96d54224a5,Yale Shop and Tool Safety - Medical Surveillance Requirements,设备安全,车间安全,工程/物理,1,机械;工具;PPE;车间,参考Yale Environmental Health & Safety公开资料处理车间安全相关实验室安全问题,Medical Surveillance Requirements相关的实验室安全要求是什么？,Research and Clinical Lab Biosecurity Biomedical Waste International Biosafety Month-2025 2024 2023 2022 2021 2024 2023 2022 2021 Chemical Meet the Chemical Safety Team Chemical Hygiene Plan Chemical Specific Safety Programs Hazard Communication Safety Data Sheets (SDS) Restricted or Particularly Hazardous Substances Respiratory Protection Silica Chemical Waste,Research and Clinical Lab Biosecurity Biomedical Waste International Biosafety Month-2025 2024 2023 2022 2021 2024...,必要时呼吸防护,禁止绕过工程控制、PPE、培训和审批要求,按危险废物/生物废物/锐器废物类别、标签和容器要求收集，交由本单位合规流程处置。,发生暴露后立即停止操作，冲洗/脱除污染物并按本单位流程就医和报告。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale Shop and Tool Safety; section: Medical Surveillance Requirements,public_authoritative_source,Yale Shop and Tool Safety,Yale Environmental Health & Safety,,,https://ehs.yale.edu/shop-tool-safety,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-SHOP-GUIDE;设备安全;车间安全,en-US/zh-CN-meta
EXT-YALE-SHOP-GUIDE-007-048b2871f6,Yale Shop and Tool Safety - Surveys,设备安全,车间安全,工程/物理,3,机械;工具;PPE;车间,参考Yale Environmental Health & Safety公开资料处理车间安全相关实验室安全问题,Surveys相关的实验室安全要求是什么？,X-Rays Laser Safety Radioactive Waste Physical Meet the Physical Safety Team Fall Protection Electrical Safety Shop & Tool Safety Confined Space Crane Safety Office Ergonomics Material Handling Ergonomics Lockout/Tagout Noise and Hearing Conservation Powered Industrial Trucks Facilities Safety Manual,X-Rays Laser Safety Radioactive Waste Physical Meet the Physical Safety Team Fall Protection Electrical Safety Shop &...,护目镜/面屏;合适材质手套,禁止绕过工程控制、PPE、培训和审批要求,按危险废物/生物废物/锐器废物类别、标签和容器要求收集，交由本单位合规流程处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale Shop and Tool Safety; section: Surveys,public_authoritative_source,Yale Shop and Tool Safety,Yale Environmental Health & Safety,,,https://ehs.yale.edu/shop-tool-safety,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-SHOP-GUIDE;设备安全;车间安全,en-US/zh-CN-meta
EXT-YALE-SHOP-GUIDE-008-db0f905d83,Yale Shop and Tool Safety - Building/ Construction/ Renovation,设备安全,车间安全,工程/物理,3,机械;工具;PPE;车间,参考Yale Environmental Health & Safety公开资料处理车间安全相关实验室安全问题,Building/ Construction/ Renovation相关的实验室安全要求是什么？,More Regulated Waste Laser Safety Building/ Construction/ Renovation Environmental Affairs Research Materials Shipping Controlled Substances Leased Property Safety Automated External Defibrillators (AED) Pedestrian/Bicycle Safety Art Safety Theater Safety Hospitality Safety Unmanned Air Systems (Drones) Facilities Safety Manual Campus Health & Safety Guidance Emergency Procedures Controlled Substances Leased Property Safety,More Regulated Waste Laser Safety Building/ Construction/ Renovation Environmental Affairs Research Materials...,护目镜/面屏,禁止绕过工程控制、PPE、培训和审批要求,按危险废物/生物废物/锐器废物类别、标签和容器要求收集，交由本单位合规流程处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,泄漏、火灾或失控释放时优先人员撤离、隔离区域、报警并联系EHS/应急人员。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale Shop and Tool Safety; section: Building/ Construction/ Renovation,public_authoritative_source,Yale Shop and Tool Safety,Yale Environmental Health & Safety,,,https://ehs.yale.edu/shop-tool-safety,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-SHOP-GUIDE;设备安全;车间安全,en-US/zh-CN-meta
EXT-YALE-STUDENT-SHOP-001-e8f196d337,"Yale Student Shop Rules - No loose clothing may be worn in the shop work area, including ties, scarves, and",设备安全,学生车间规则,工程/物理,1,机械;学生车间;培训;PPE,参考Yale Environmental Health & Safety公开资料处理学生车间规则相关实验室安全问题,"No loose clothing may be worn in the shop work area, including ties, scarves, and相关的实验室安全要求是什么？","Open-toed shoes, short pants, or skirts are also prohibited. Jewelry, including watches, must also be removed before beginning work. Long hair must be tied up and secured (not hanging), or tucked in a hat or hairnet. Long beards must also be contained. Focus on your work and the machine. Cell phones, music players, and other personal electronic devices can be dangerously distracting – do not use them when working at a machine.","Jewelry, including watches, must also be removed before beginning work.; Long hair must be tied up and secured (not hanging), or tucked in a hat or hairnet.; Long beards must also be contained.; Cell phones, music players, and other personal electronic devices can be dangerously distracting – do not use them...",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,"Yale Environmental Health & Safety: Yale Student Shop Rules; section: No loose clothing may be worn in the shop work area, including ties, scarves, and",public_authoritative_source,Yale Student Shop Rules,Yale Environmental Health & Safety,,,https://ehs.yale.edu/sites/default/files/files/student-shop-rules.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-STUDENT-SHOP;设备安全;学生车间规则,en-US/zh-CN-meta
EXT-YALE-STUDENT-SHOP-002-1f4c19b1f3,Yale Student Shop Rules - For the Shop and Equipment,设备安全,学生车间规则,工程/物理,1,机械;学生车间;培训;PPE,参考Yale Environmental Health & Safety公开资料处理学生车间规则相关实验室安全问题,For the Shop and Equipment相关的实验室安全要求是什么？,"Supervisors and Monitors have full authority per Shop Policy over the shop and its safe use, including the responsibility, authority, and obligation to prohibit shop or tool access for the safety of an individual, others in the shop, or equipment. Approval to operate power equipment must be obtained prior to use. All guards and shields must be secured and in place prior to operating equipment.","Supervisors and Monitors have full authority per Shop Policy over the shop and its safe use, including the...; Approval to operate power equipment must be obtained prior to use.; All guards and shields must be secured and in place prior to operating equipment.",按SDS、风险评估和本单位SOP选择PPE,禁止绕过工程控制、PPE、培训和审批要求,如产生废弃物，按SDS、本单位EHS分类和标签要求收集处置。,发生人员暴露或不适时立即停止操作、撤离风险源并联系导师/EHS/医疗支持。,异常、泄漏、设备失效或失控反应时立即升级给PI、实验室负责人和EHS。,公开权威资料整理，落地执行时需结合本单位SOP、SDS、EHS审批和适用法规。,Yale Environmental Health & Safety: Yale Student Shop Rules; section: For the Shop and Equipment,public_authoritative_source,Yale Student Shop Rules,Yale Environmental Health & Safety,,,https://ehs.yale.edu/sites/default/files/files/student-shop-rules.pdf,2026-05-01,auto-ingest; pending human EHS review,external_draft,external_public_source;YALE-STUDENT-SHOP;设备安全;学生车间规则,en-US/zh-CN-meta
